product_id,image_ids,primary_image,category,product_type,suggested_name,description_draft,detected_colors,detected_pattern,fabric,dimensions,blouse_included,price_inr,availability,featured,new_arrival,ai_confidence,manual_review_required,review_notes
"PWT-035","pwt-img-036.webp","pwt-img-036.webp","handbags","handbag","Unverified olive and black handbag","Photograph shows a handbag with olive and black visible and a patterned textile or plain surface.","olive and black","patterned textile or plain surface","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Bag structure and handles are visible; material and product details need owner review."
"PWT-036","pwt-img-037.webp","pwt-img-037.webp","handbags","assorted small handbags","Unverified blue, black, and tan assorted small handbags","Photograph shows a assorted small handbags with blue, black, and tan visible and a mixed patterned surfaces.","blue, black, and tan","mixed patterned surfaces","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","HIGH","YES","The photograph shows multiple separate bags; it is not treated as one product."
"PWT-037","pwt-img-038.webp","pwt-img-038.webp","home-textiles","small rectangular textile item","Unverified green, red, and black small rectangular textile item","Photograph shows a small rectangular textile item with green, red, and black visible and a bordered geometric pattern.","green, red, and black","bordered geometric pattern","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","LOW","YES","The photograph does not make the intended product type or use certain."
"PWT-038","pwt-img-039.webp","pwt-img-039.webp","sarees","folded saree-like textile","Unverified magenta and red folded saree-like textile","Photograph shows a folded saree-like textile with magenta and red visible and a small repeating motif.","magenta and red","small repeating motif","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Exact product type, fiber, and commercial details need owner review."
"PWT-039","pwt-img-041.webp","pwt-img-041.webp","textiles","scarf or stole","Unverified red and gray scarf or stole","Photograph shows a scarf or stole with red and gray visible and a striped with fringe.","red and gray","striped with fringe","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","HIGH","YES","Narrow textile form and fringe are visible; material and dimensions need owner review."
"PWT-040","pwt-img-042.webp","pwt-img-042.webp","handbags","handbag","Unverified navy blue and black handbag","Photograph shows a handbag with navy blue and black visible and a patterned textile or plain surface.","navy blue and black","patterned textile or plain surface","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Bag structure and handles are visible; material and product details need owner review."
"PWT-041","pwt-img-043.webp","pwt-img-043.webp","handbags","handbag","Unverified black and brown handbag","Photograph shows a handbag with black and brown visible and a patterned textile or plain surface.","black and brown","patterned textile or plain surface","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Bag structure and handles are visible; material and product details need owner review."
"PWT-042","pwt-img-044.webp","pwt-img-044.webp","handbags","assorted small handbags","Unverified red, blue, black, and gray assorted small handbags","Photograph shows a assorted small handbags with red, blue, black, and gray visible and a mixed patterned surfaces.","red, blue, black, and gray","mixed patterned surfaces","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","HIGH","YES","The photograph shows multiple separate bags; it is not treated as one product."
"PWT-043","pwt-img-045.webp","pwt-img-045.webp","sarees","folded saree-like textile","Unverified cream, black, and brown folded saree-like textile","Photograph shows a folded saree-like textile with cream, black, and brown visible and a wide geometric border.","cream, black, and brown","wide geometric border","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Exact product type, fiber, and commercial details need owner review."
"PWT-044","pwt-img-046.webp","pwt-img-046.webp","sarees","folded saree-like textile","Unverified green and blue folded saree-like textile","Photograph shows a folded saree-like textile with green and blue visible and a bordered woven motif.","green and blue","bordered woven motif","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Exact product type, fiber, and commercial details need owner review."
"PWT-045","pwt-img-047.webp","pwt-img-047.webp","sarees","folded saree-like textile","Unverified red and dark teal folded saree-like textile","Photograph shows a folded saree-like textile with red and dark teal visible and a repeating motif with border.","red and dark teal","repeating motif with border","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Exact product type, fiber, and commercial details need owner review."
"PWT-046","pwt-img-048.webp,pwt-img-049.webp,pwt-img-058.webp","pwt-img-048.webp","sarees","saree-like textile, repeated views","Unverified cream, blue, brown, and red saree-like textile, repeated views","Photograph shows a saree-like textile, repeated views with cream, blue, brown, and red visible and a geometric patterned border.","cream, blue, brown, and red","geometric patterned border","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","HIGH","YES","The three photographs show the same apparent textile colors, border, and folded arrangement; owner should confirm the grouping."
"PWT-047","pwt-img-050.webp","pwt-img-050.webp","sarees","folded saree-like textile","Unverified dark green, black, and red folded saree-like textile","Photograph shows a folded saree-like textile with dark green, black, and red visible and a small repeating motif.","dark green, black, and red","small repeating motif","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Exact product type, fiber, and commercial details need owner review."
"PWT-048","pwt-img-051.webp","pwt-img-051.webp","sarees","folded saree-like textile","Unverified mustard, black, and cream folded saree-like textile","Photograph shows a folded saree-like textile with mustard, black, and cream visible and a large geometric motif.","mustard, black, and cream","large geometric motif","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Exact product type, fiber, and commercial details need owner review."
"PWT-049","pwt-img-052.webp","pwt-img-052.webp","other","assorted textile pieces with small accessory","Unverified navy blue, cream, gray, and brown assorted textile pieces with small accessory","Photograph shows a assorted textile pieces with small accessory with navy blue, cream, gray, and brown visible and a mixed geometric patterns.","navy blue, cream, gray, and brown","mixed geometric patterns","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","HIGH","YES","The photograph shows several separate textile pieces and an accessory; it is not treated as one product."
"PWT-050","pwt-img-053.webp","pwt-img-053.webp","sarees","folded saree-like textile","Unverified gray, red, and black folded saree-like textile","Photograph shows a folded saree-like textile with gray, red, and black visible and a repeating geometric motif.","gray, red, and black","repeating geometric motif","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Exact product type, fiber, and commercial details need owner review."
"PWT-051","pwt-img-054.webp","pwt-img-054.webp","sarees","folded saree-like textile","Unverified olive, black, and lime folded saree-like textile","Photograph shows a folded saree-like textile with olive, black, and lime visible and a bordered geometric motif.","olive, black, and lime","bordered geometric motif","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Exact product type, fiber, and commercial details need owner review."
"PWT-052","pwt-img-055.webp","pwt-img-055.webp","sarees","folded saree-like textile","Unverified red and green folded saree-like textile","Photograph shows a folded saree-like textile with red and green visible and a bordered woven motif.","red and green","bordered woven motif","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Exact product type, fiber, and commercial details need owner review."
"PWT-053","pwt-img-056.webp","pwt-img-056.webp","handbags","handbag","Unverified black and maroon handbag","Photograph shows a handbag with black and maroon visible and a patterned textile or plain surface.","black and maroon","patterned textile or plain surface","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Bag structure and handles are visible; material and product details need owner review."
"PWT-054","pwt-img-057.webp","pwt-img-057.webp","textiles","scarf or stole","Unverified navy blue and cream scarf or stole","Photograph shows a scarf or stole with navy blue and cream visible and a small repeating motif with fringe.","navy blue and cream","small repeating motif with fringe","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","HIGH","YES","Narrow textile form and/or fringe are visible; material and dimensions need owner review."
"PWT-055","pwt-img-059.webp","pwt-img-059.webp","handbags","handbag","Unverified orange and black handbag","Photograph shows a handbag with orange and black visible and a patterned textile or plain surface.","orange and black","patterned textile or plain surface","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Bag structure and handles are visible; material and product details need owner review."
"PWT-056","pwt-img-060.webp","pwt-img-060.webp","sarees","folded saree-like textile","Unverified cream, blue, and multicolor folded saree-like textile","Photograph shows a folded saree-like textile with cream, blue, and multicolor visible and a multicolor striped border.","cream, blue, and multicolor","multicolor striped border","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Exact product type, fiber, and commercial details need owner review."
"PWT-057","pwt-img-061.webp","pwt-img-061.webp","handbags","handbag","Unverified maroon and black handbag","Photograph shows a handbag with maroon and black visible and a patterned textile or plain surface.","maroon and black","patterned textile or plain surface","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Bag structure and handles are visible; material and product details need owner review."
"PWT-058","pwt-img-062.webp","pwt-img-062.webp","sarees","folded saree-like textile","Unverified cream, navy blue, and mustard folded saree-like textile","Photograph shows a folded saree-like textile with cream, navy blue, and mustard visible and a bordered repeating motif.","cream, navy blue, and mustard","bordered repeating motif","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Exact product type, fiber, and commercial details need owner review."
"PWT-059","pwt-img-063.webp","pwt-img-063.webp","textiles","scarf or stole","Unverified black, red, and gray scarf or stole","Photograph shows a scarf or stole with black, red, and gray visible and a color-blocked with fringe.","black, red, and gray","color-blocked with fringe","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","HIGH","YES","Narrow textile form and/or fringe are visible; material and dimensions need owner review."
"PWT-060","pwt-img-064.webp","pwt-img-064.webp","other","stack of folded textile items","Unverified pink, navy, teal, olive, and red stack of folded textile items","Photograph shows a stack of folded textile items with pink, navy, teal, olive, and red visible and a plain/color-blocked folded surfaces.","pink, navy, teal, olive, and red","plain/color-blocked folded surfaces","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","HIGH","YES","Several separate folded items are visible; product grouping and intended use need owner review."
"PWT-061","pwt-img-065.webp","pwt-img-065.webp","handbags","handbag","Unverified brown and black handbag","Photograph shows a handbag with brown and black visible and a patterned textile or plain surface.","brown and black","patterned textile or plain surface","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Bag structure and handles are visible; material and product details need owner review."
"PWT-062","pwt-img-066.webp","pwt-img-066.webp","sarees","folded saree-like textile","Unverified cream, gray, brown, and black folded saree-like textile","Photograph shows a folded saree-like textile with cream, gray, brown, and black visible and a zigzag geometric pattern.","cream, gray, brown, and black","zigzag geometric pattern","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Exact product type, fiber, and commercial details need owner review."
"PWT-063","pwt-img-067.webp","pwt-img-067.webp","sarees","folded saree-like textile","Unverified navy blue, purple, and red folded saree-like textile","Photograph shows a folded saree-like textile with navy blue, purple, and red visible and a small repeating motif.","navy blue, purple, and red","small repeating motif","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Exact product type, fiber, and commercial details need owner review."
"PWT-064","pwt-img-068.webp,pwt-img-070.webp","pwt-img-068.webp","sarees","saree-like textile, repeated views","Unverified lime green and mauve saree-like textile, repeated views","Photograph shows a saree-like textile, repeated views with lime green and mauve visible and a small repeating motif with contrasting border.","lime green and mauve","small repeating motif with contrasting border","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","HIGH","YES","The two photographs show the same apparent textile and folded arrangement; owner should confirm the grouping."
"PWT-065","pwt-img-069.webp","pwt-img-069.webp","sarees","folded saree-like textile","Unverified navy blue, purple, and red folded saree-like textile","Photograph shows a folded saree-like textile with navy blue, purple, and red visible and a small repeating motif.","navy blue, purple, and red","small repeating motif","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Exact product type, fiber, and commercial details need owner review."
"PWT-066","pwt-img-071.webp","pwt-img-071.webp","home-textiles","decorative rectangular textile","Unverified teal, black, and cream decorative rectangular textile","Photograph shows a decorative rectangular textile with teal, black, and cream visible and a bordered geometric pattern.","teal, black, and cream","bordered geometric pattern","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","The rectangular format and decorative border are visible, but intended use needs review."
"PWT-067","pwt-img-072.webp","pwt-img-072.webp","sarees","folded saree-like textile","Unverified maroon, brown, and pink folded saree-like textile","Photograph shows a folded saree-like textile with maroon, brown, and pink visible and a repeating motif with border.","maroon, brown, and pink","repeating motif with border","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","NEEDS_REVIEW","false","false","MEDIUM","YES","Exact product type, fiber, and commercial details need owner review."
